,0,1,2,3
129the,0,0,0,1
12acreagethe,0,0,1,0
12gas,0,1,0,1
12productionthe,0,1,0,1
130exploratory,0,0,1,0
130note,0,0,0,1
130powder,0,1,0,0
131assets,0,1,0,0
131both,0,0,0,1
132long,0,1,0,0
132net,0,0,0,1
133____________________________________________,0,0,0,1
133net,0,0,1,0
133note,0,1,0,0
134estimated,0,0,0,1
134note,0,1,0,0
135contracts,0,1,0,0
135the,0,0,0,1
136deferred,0,0,0,1
136supplemental,0,0,0,1
137a,0,0,1,0
137the,0,0,0,1
137total,0,1,0,0
137wells,0,0,1,0
138diluted76,0,1,0,0
138reserves,0,1,0,0
138standardized,0,0,0,1
13ad,0,1,1,0
13drilling,0,1,0,1
13vested,0,0,0,1
13we,0,0,1,0
140potential,0,1,0,0
140settlements,0,1,0,0
141item,0,0,0,1
141management,0,1,0,0
142management,0,0,0,1
142report,0,1,0,0
143report,0,0,0,1
144securities,0,1,0,0
145asu,0,0,0,1
145item,0,1,0,0
145net,0,1,0,0
145securities,0,0,0,1
145senior,0,0,0,1
145the,0,0,0,1
146item,0,0,0,1
146non,0,1,0,0
146part,0,1,0,0
147part,0,0,0,1
148south,0,1,0,0
14acreagethe,0,0,0,1
14competition,0,0,1,0
14we,0,1,0,0
151signaturespursuant,0,1,0,1
152item,0,1,0,0
152signature,0,1,0,1
154accounts,0,0,1,0
154accrued,0,1,0,0
154derivative,0,0,1,0
155____________________________________________,0,1,0,0
156revenue,0,0,0,1
15delivery,0,1,0,1
15environmental,0,0,1,0
15total,0,1,0,0
161gas,0,0,0,1
163less,0,1,0,0
16amortization,0,0,2,0
16containment,0,0,1,0
16effect,0,0,1,0
16employees,0,1,0,1
16per,0,0,1,0
16production,0,0,1,0
16second,0,0,1,0
171____________________________________________,0,1,0,0
172exploration,0,0,1,0
172net,0,0,1,0
175previously,0,1,0,0
17competitionthe,0,1,0,1
17fifth,0,1,0,1
17forfeited,0,0,1,0
17second,0,1,0,0
17we,0,0,1,0
182____________________________________________,0,0,1,0
184____________________________________________,0,1,1,0
184other,0,0,0,1
184total191,0,0,0,1
184total86,0,1,0,0
185repayment,0,0,0,1
186____________________________________________,0,1,0,0
186liabilities,0,0,0,1
187issuance,0,0,1,0
188____________________________________________,0,0,1,0
188note,0,0,0,1
18accounts,0,1,0,0
18cash,0,0,1,0
18our,0,1,0,0
18proved,0,0,1,0
18to,0,0,0,1
191actuarial,0,0,0,1
191expected,0,1,0,0
192total,0,0,1,0
194non,0,0,1,0
194total,0,1,1,0
198issuance,0,1,1,0
199extensions,0,0,0,1
199total,0,0,0,2
19ad,0,0,0,1
19available,0,0,1,0
19be,0,0,0,1
19effect,0,0,0,1
19forfeited,0,1,0,0
19gas,0,0,0,2
19statement,0,0,0,1
19total,0,0,0,1
19we,0,1,0,0
1acquisition,0,1,0,1
1eagle,0,1,0,0
1end,0,0,0,1
1equivalent,0,0,0,1
1exit,0,1,0,0
1exploration,0,0,0,2
1gas1,0,0,0,1
1gas114,0,1,0,0
1infill,0,0,1,0
1long,0,0,1,0
1membership,0,0,1,0
1mmboe55,0,1,0,0
1oil,0,0,1,0
1other,0,0,0,1
1pv,0,0,1,0
1removed,0,1,1,0
1sales,0,1,0,0
1supplement,0,0,1,0
1total,0,1,1,0
1total223,0,1,0,0
1underwriting,0,1,0,1
2____________________________________________,0,0,2,0
2____________________________________________note,0,0,0,1
200available,0,1,1,0
200interest,0,0,1,0
2011balance,0,0,0,1
2012balance,0,1,0,0
2013cash,0,0,0,1
2013crude,0,0,0,1
2013net,0,0,0,3
2013oil,0,0,0,2
2013operating,0,0,0,1
2013projected,0,0,0,1
2013reserve,0,0,0,1
2013risk,0,0,0,1
2013weighted,0,0,0,1
2014balance,0,0,1,0
2014cash,0,1,0,0
2014crude,0,1,0,0
2014equity,0,0,0,1
2014major,0,2,0,0
2014net,0,3,0,0
2014oil,0,2,0,0
2014operating,0,1,0,0
2014projected,0,1,0,0
2014reserve,0,1,0,0
2014risk,0,1,0,0
2014shares,0,2,0,0
2014weighted,0,1,0,0
20151231x10k,0,0,0,1
2015average,0,0,0,1
2015equity,0,1,0,0
2015nymex,0,0,0,1
2015subsequent,0,0,0,1
20161231x10k,0,1,0,0
2016144item,0,0,0,1
2016a,0,0,0,1
2016average,0,1,0,0
2016by,0,0,0,1
2016cash,0,0,1,0
2016javan,0,0,0,1
2016julio,0,0,0,1
2016larry,0,0,0,1
2016loren,0,0,0,1
2016major,0,0,2,0
2016mark,0,0,0,1
2016net,0,0,5,0
2016nymex,0,1,0,0
2016oil,0,0,2,0
2016operating,0,0,1,0
2016ramiro,0,0,0,1
2016reserve,0,0,1,0
2016risk,0,0,1,0
2016rose,0,0,0,1
2016shares,0,0,2,0
2016stephen,0,0,0,1
2016subsequent,0,1,0,0
2016the,0,0,1,0
2016weighted,0,0,1,0
2016william,0,0,0,2
2017143item,0,1,0,0
2017a,0,1,0,0
2017by,0,1,0,0
2017equity,0,0,1,0
2017javan,0,1,0,0
2017julio,0,1,0,0
2017larry,0,1,0,0
2017loren,0,1,0,0
2017mark,0,1,0,0
2017projected,0,0,1,0
2017ramiro,0,1,0,0
2017rose,0,1,0,0
2017stephen,0,1,0,0
2017william,0,1,0,0
20181231x10k,0,0,1,0
2018average,0,0,1,0
2018nymex,0,0,1,0
2019120item,0,0,1,0
201970sm,0,0,1,0
2019a,0,0,1,0
2019by,0,0,1,0
2019carla,0,0,1,0
2019javan,0,0,1,0
2019julio,0,0,1,0
2019larry,0,0,1,0
2019loren,0,0,1,0
2019patrick,0,0,1,0
2019ramiro,0,0,1,0
2019rose,0,0,1,0
2019stephen,0,0,1,0
2019william,0,0,1,0
203total,0,0,1,0
203wells,0,0,1,0
205less,0,0,0,1
205liabilities,0,1,0,0
205third,0,1,0,0
209____________________________________________,0,0,1,0
209purchases,0,0,1,0
209total,0,0,1,0
20endangered,0,0,0,1
20exploration,0,1,0,0
20maintenance,0,0,1,0
20total,0,0,1,0
21____________________________________________,0,0,1,0
212noncurrent,0,0,1,0
214contributionsthe,0,1,0,0
214purchases300realized,0,0,1,0
214total,0,1,0,0
217less,0,1,0,0
217related,0,0,1,0
21not,0,0,0,1
21royalty,0,0,1,0
21sixth,0,0,1,0
220total,0,1,0,0
222compensation31,0,0,1,0
222settlements350,0,0,0,1
222total,0,1,0,0
222working,0,1,0,0
224acquisitions,0,0,1,0
226accretion,0,0,0,1
22gas,0,0,1,0
22item,0,0,1,0
230add,0,1,0,0
230diluted,0,1,0,0
230diluted113,0,0,1,0
231total,0,0,1,0
232asset,0,1,0,1
233total,0,1,0,0
239unproved,0,0,1,0
23gas,0,0,0,1
23we,0,1,0,0
240total,0,0,1,0
241deferred,0,1,0,0
245research,0,1,0,0
247revisions,0,1,0,0
248cash,0,1,0,0
248the,0,0,0,1
24and,0,0,1,0
24field,0,1,0,0
24glossary,0,0,0,1
24second,0,0,0,1
25____________________________________________,0,0,1,1
250amounts,0,0,0,1
250gas,0,0,1,0
254pension,0,1,0,0
255non,0,0,0,1
256____________________________________________,0,1,0,0
256amounts,0,1,0,0
25amendment,0,0,1,0
25incurred,0,0,0,1
25pv,0,1,0,0
25the,0,0,1,0
25third,0,0,0,1
262other,0,1,0,0
264total,0,0,1,0
265pension,0,0,0,1
266prepaid,0,0,1,0
268dividends,0,0,1,0
269state,0,1,0,0
26administrative,0,0,0,1
26call,0,0,1,0
26fourth,0,0,0,1
26our,0,0,1,0
26standardized,0,1,0,0
270acquisitions,0,1,0,0
270previously,0,0,1,0
276derivative,0,0,1,0
278additions,0,0,0,1
279accrued,0,0,0,1
279current,0,1,0,0
279derivative,0,1,0,0
27call,0,0,1,0
27depletion,0,1,0,0
27fifth,0,0,0,1
27item,0,1,0,0
27second,0,1,0,0
280the,0,0,1,0
284asset,0,1,0,0
285service,0,0,0,1
286raven48,0,0,0,1
287loss,0,1,0,0
288ngl,0,0,1,0
28call,0,0,1,0
28change,0,0,0,1
28fourth,0,0,1,0
28statement,0,1,0,0
28takeaway,0,0,1,0
28these,0,1,0,0
28third,0,1,0,0
28transportation,0,1,1,0
291the,0,0,1,0
295retained,0,0,0,1
29additionally,0,1,0,0
29call,0,0,1,0
29fourth,0,1,0,1
29future,0,0,1,0
29the,0,1,0,0
2a,0,0,0,1
2acquisitions,0,1,0,0
2add,0,1,0,0
2avg,0,0,0,2
2deed,0,0,1,0
2depletion,0,0,0,1
2effective,0,0,1,0
2equivalent,0,1,1,0
2first,0,1,0,1
2gas,0,1,0,2
2less,0,0,1,1
2mmboe,0,1,0,1
2net,0,1,0,0
2ngls,0,0,2,0
2purchase,0,0,1,0
2removal,0,0,0,1
2sales,0,0,0,1
2there,0,1,0,0
2underwriting,0,1,0,0
2undiscounted,0,0,0,1
300total,0,0,1,0
307income,0,1,0,1
307liabilities,0,0,1,0
30call,0,0,1,0
30competition,0,1,0,0
30effect,0,0,1,0
30fifth,0,1,0,0
30in,0,0,0,1
30ngls,0,0,1,0
310benefits,0,0,0,1
310total,0,0,0,1
315working,0,0,1,0
31amendment,0,0,0,1
31call,0,0,1,0
31our,0,0,1,1
31sixth,0,1,0,0
31st,0,1,0,0
31you,0,1,0,0
322____________________________________________,0,0,1,0
322cash,0,0,0,1
324____________________________________________,0,1,0,0
324exploration,0,1,0,0
327collective,0,0,0,1
328property,0,0,1,0
328total,0,1,0,0
32expense,0,0,0,1
32ngls,0,0,0,1
32of,0,0,1,0
32production,0,0,1,0
32realized,0,0,1,0
32second,0,0,1,0
32seventh,0,1,0,0
32the,0,0,0,1
32we,0,1,0,0
33____________________________________________,0,0,0,1
331exploration,0,0,1,0
334thereafter,0,0,1,0
335interest,0,1,0,1
336deferred,0,0,0,1
338total,0,1,1,0
33activities,0,0,1,0
33depletion,0,0,0,1
33eighth,0,1,0,0
340derivatives,0,1,0,0
341total,0,1,0,0
347accrued,0,0,0,1
347change,0,0,0,1
347properties,0,0,1,0
349____________________________________________,0,0,0,1
349total,0,0,1,0
349working,0,1,0,0
34all,0,0,0,1
34effect,0,1,0,0
34leak,0,0,1,0
34nymex,0,0,0,1
34part,0,1,0,0
34per,0,1,1,0
34production,0,0,0,1
34we,0,0,0,1
350change,0,1,0,0
354cash,0,0,1,0
355revenue,0,1,0,0
356total,0,0,0,1
357117note,0,1,0,0
357relative,0,0,1,0
358108note,0,0,0,1
358additions,0,1,0,0
35in,0,1,0,0
35our,0,0,1,0
35realized,0,1,0,0
35total,0,1,0,0
360future,0,0,0,1
362income,0,0,1,0
362other,0,0,1,0
362total161,0,0,1,0
363less,0,0,1,0
367general,0,0,1,0
367stock,0,0,2,0
369deferred,0,0,1,0
36lower,0,1,0,0
36our,0,0,0,1
370gas,0,0,1,0
372____________________________________________,0,0,1,0
373fair,0,1,0,0
374operating,0,0,0,1
374total,0,1,0,0
376____________________________________________,0,1,0,0
378cash,0,0,1,0
378current,0,1,0,0
378other44,0,1,0,0
379accumulated,0,0,1,0
37alternatives,0,1,0,0
37amendment,0,1,0,0
37current,0,0,1,0
37non,0,0,0,1
37our,0,0,1,0
37uncertainties,0,0,0,1
381other1,0,0,0,1
383anti,0,0,0,1
383diluted,0,0,0,1
387accrued,0,1,0,0
38call,0,1,0,0
38diluted,0,0,0,1
38fourth,0,0,0,1
38in,0,0,0,1
38item,0,0,1,0
38the,0,0,1,0
38we,0,1,0,0
390non,0,0,0,1
394other6,0,0,0,1
397benefits,0,1,0,0
397unrecognized,0,0,1,0
39call,0,1,0,0
39depletion,0,1,0,0
39governmental,0,1,0,0
39million,0,0,0,1
39part,0,0,1,0
39the,0,0,1,0
3avg,0,2,0,0
3eagle,0,0,0,1
3gas,0,0,0,1
3letter,0,0,1,0
3midland,0,0,1,0
3mmboe395,0,1,0,0
3net,0,0,1,1
3ngls,0,0,0,2
3operating,0,1,0,0
3relative,0,0,2,1
3removal,0,1,0,0
3revisions,0,0,0,1
3supplement,0,1,0,1
3underwriting,0,1,0,0
3unproved,0,0,1,0
4____________________________________________note,0,0,1,0
40____________________________________________note,0,1,0,0
400104note,0,0,1,0
400change,0,0,0,1
400total,0,0,1,0
401benefits,0,1,0,0
401net,0,1,1,0
401the,0,0,0,1
401total,0,1,0,0
402other,0,0,1,0
402total,0,0,1,0
405less,0,1,0,0
407other,0,0,1,0
409income,0,1,0,0
40call,0,1,0,0
40purchases,0,0,1,0
40third,0,0,0,1
40treatment,0,1,0,0
410ngl,0,0,1,0
411____________________________________________,0,1,0,0
412total,0,0,1,0
413working,0,0,1,0
41call,0,1,0,0
41fourth,0,0,1,0
41item,0,0,1,0
41second,0,1,0,0
41with,0,1,0,0
420second,0,1,0,0
424derivative,0,0,0,1
426net,0,0,1,0
426relative,0,0,1,0
427impairment,0,1,0,0
42call,0,1,0,0
42requirements,0,1,0,0
42supplemental,0,0,1,0
42we,0,0,0,1
432oil,0,1,0,0
436less,0,0,0,1
437other,0,0,0,1
438____________________________________________,0,0,0,1
439140quarterly,0,0,0,1
439less,0,1,0,0
439sales,0,1,0,0
439the,0,0,0,1
43call,0,1,0,0
43item,0,0,1,0
43legislative,0,1,0,0
43seasonal,0,0,0,1
445____________________________________________,0,0,0,1
445asset,0,0,0,1
445total,0,0,0,1
44690note,0,0,1,0
447stock,0,0,0,1
44gain,0,0,1,0
44realized,0,0,0,1
44repair,0,1,0,0
44restrictions,0,0,0,1
44third,0,1,0,0
450ngl,0,0,1,0
450operating,0,0,1,0
45expansion,0,1,0,0
45hazardous,0,0,0,1
45ngls,0,0,1,0
45this,0,0,1,0
46____________________________________________,0,1,0,0
460other,0,1,0,0
462drilling,0,0,1,0
463credit,0,0,1,0
463the,0,0,1,0
464commodity,0,1,0,0
467derivative,0,0,1,0
467other,0,1,0,1
46depletion,0,0,1,0
46our,0,0,0,1
46production,0,0,1,0
46realized,0,0,1,0
46risks,0,1,0,0
470____________________________________________,0,0,1,0
470total,0,0,1,0
471101pension,0,0,1,0
471derivative,0,0,1,0
471liabilities,0,1,0,0
474outside,0,0,0,1
474total,0,0,1,0
475total,0,0,0,1
478____________________________________________,0,0,1,0
478accounts,0,0,1,0
478amortization,0,0,1,0
478net,0,0,1,0
47the,0,0,1,0
47there,0,0,0,1
47total,0,0,1,0
47we,0,1,0,0
480abandonment,0,2,0,0
48137the,0,1,0,0
483total,0,0,0,1
485outside,0,1,0,0
48application,0,0,0,1
48assets,0,0,1,0
48derivative,0,0,0,1
48part,0,1,0,0
494income,0,0,1,0
496actuarial,0,1,0,0
496total,0,0,1,0
497total,0,1,0,0
498wells,0,0,0,1
499collective,0,1,0,1
49a,0,0,0,1
49dividends,0,1,0,0
49financial,0,0,1,0
49transportation,0,0,0,1
4abandonment,0,0,1,0
4add,0,0,0,1
4and,0,0,0,1
4as,0,1,0,0
4asset,0,1,1,1
4cash,0,0,0,1
4credit,0,1,0,0
4deed,0,1,0,1
4derivative,0,1,0,0
4exploration,0,0,0,1
4exploratory,0,1,0,1
4gas272,0,0,0,1
4general,0,0,0,1
4lease,0,0,0,1
4less,0,1,0,0
4mmboe,0,0,1,1
4net,0,0,1,1
4non,0,0,0,1
4overhead,0,1,0,0
4production,0,1,0,0
4purchase,0,0,1,0
4relative,0,0,1,0
4revisions,0,0,2,0
4sales,0,1,0,0
4senior,0,0,1,0
4there,0,0,1,0
4total,0,1,0,1
4underwriting,0,1,0,0
5____________________________________________,0,1,1,0
500accretion,0,1,0,0
500repayment,0,1,0,0
500trade,0,0,1,0
500unamortized,0,1,1,0
506liabilities,0,0,0,1
507contributionsthe,0,0,1,0
507total,0,0,2,0
50a,0,0,1,0
50item,0,1,0,0
50production,0,0,0,1
50risks,0,0,0,1
51____________________________________________,0,0,1,1
514____________________________________________,0,0,0,1
514increase,0,0,0,1
515accumulated,0,1,0,0
516accrued,0,0,0,1
51799note,0,1,0,0
517derivative,0,1,0,0
51the,0,0,0,1
51transportation,0,0,1,0
51we,0,0,0,1
521working,0,1,0,0
523impairment,0,0,1,0
526sales,0,0,1,0
526total,0,1,0,0
527additions,0,1,0,0
527as,0,0,0,1
527divestitures,0,0,0,1
527net,0,0,0,1
529credit,0,1,0,0
52depletion,0,0,1,1
52non,0,0,1,0
52part,0,0,0,1
52third,0,0,1,0
532exploration65,0,1,0,0
532exploratory,0,1,0,0
537pension6,0,0,1,0
537total,0,0,0,1
538total,0,0,1,0
538wells,0,1,0,0
539deferred,0,0,1,0
53dividends,0,0,0,1
53opis,0,0,0,1
53the,0,1,1,0
540net,0,0,1,0
540other,0,0,0,1
543other,0,1,0,0
544net,0,1,0,0
545other,0,0,1,0
546total,0,1,0,2
54dd,0,0,1,0
54existing,0,0,0,1
54second,0,1,0,0
54the,0,1,0,0
54transportation,0,1,0,0
55____________________________________________,0,1,0,0
550net,0,0,0,1
551change,0,0,0,1
555plugging,0,0,0,1
555total,0,0,0,1
556sales,0,0,1,0
557item,0,0,0,1
55general,0,0,1,0
55in,0,1,0,0
55item,0,0,0,1
560total,0,0,1,0
564reserves,0,0,0,1
565dd,0,1,0,0
565depletion,0,0,1,0
567____________________________________________,0,1,0,0
568basic,0,0,1,0
568diluted,0,0,1,0
568dilutive,0,0,1,0
568other,0,1,0,0
56non,0,0,1,0
56please,0,0,1,0
56supplemental,0,0,0,1
56third,0,1,0,0
56vested,0,0,1,0
570cumulative,0,0,1,0
572equity,0,1,0,0
573revenue,0,0,1,0
575____________________________________________,0,1,0,0
575if,0,1,1,0
575purchase,0,1,1,0
579other4,0,1,0,0
57diluted,0,0,0,2
57overview,0,0,1,0
57production,0,1,0,0
582106note,0,1,0,0
582commodity,0,0,1,0
582settlements,0,0,2,0
582total,0,0,1,0
584unproved,0,0,1,0
585total,0,1,0,0
588liabilities,0,0,1,0
589as,0,1,0,0
589divestitures,0,1,0,0
58december,0,0,0,1
58effect,0,1,0,0
58june,0,1,0,0
58ngls,0,1,1,0
58we,0,0,1,0
594other,0,1,0,0
597____________________________________________,0,1,0,0
598tax,0,1,0,0
598total,0,0,0,1
59as,0,0,1,0
59financial,0,1,0,0
59fourth,0,1,0,0
59non,0,0,1,0
5abandonment,0,1,0,0
5acquisitions,0,0,0,1
5areas,0,0,1,0
5base,0,0,1,0
5end,0,0,1,0
5exploration,0,0,1,0
5gas,0,0,1,0
5general,0,0,1,0
5impairments,0,1,0,0
5infill,0,1,0,0
5lease,0,1,0,0
5membership,0,1,1,0
5mmboe471,0,0,0,1
5mmboe64,0,0,0,1
5production,0,0,1,1
5relative,0,0,0,1
5senior,0,1,0,0
5south,0,0,2,0
5standardized,0,0,0,1
5there,0,1,0,0
5underwriting,0,1,0,0
5used,0,0,0,1
6____________________________________________,0,1,1,0
60____________________________________________note,0,0,0,1
601halff,0,1,0,0
607employee,0,0,1,0
607retained,0,1,0,0
608cash,0,0,1,0
608net,0,0,1,0
608total,0,0,1,0
60a,0,1,0,0
60completion,0,0,1,0
61____________________________________________,0,1,0,0
610amounts,0,0,1,0
610total,0,1,0,1
611____________________________________________,0,1,0,1
611income,0,0,0,1
612acquisitions,0,0,0,1
612net,0,0,0,1
612unproved,0,1,0,1
613revisions,0,0,0,1
614abandonment,0,0,3,0
614employee,0,1,0,0
614unproved,0,1,0,0
615add,0,0,0,1
615amortization,0,1,0,0
615diluted,0,0,0,1
617cash,0,0,1,0
619gains,0,0,0,1
61commodity,0,0,1,0
61expense,0,1,0,0
61mid,0,0,0,1
61third,0,0,1,0
623issuance,0,0,1,0
623retained,0,0,1,0
625total,0,0,0,1
627expected,0,0,0,1
628fair,0,0,1,0
629bear,0,0,0,1
629collective,0,1,0,0
629liabilities,0,0,0,1
62impairment,0,0,0,1
63____________________________________________,0,1,0,0
630113supplemental,0,0,1,0
630accounts,0,0,0,1
630derivative,0,0,1,1
631total,0,0,0,1
633credit,0,0,1,0
633derivative,0,0,2,0
633other,0,0,1,0
637rocky,0,0,0,1
638impairment,0,2,0,0
638interest,0,0,1,0
63financial,0,0,0,1
63ngls,0,1,0,0
63opis,0,1,0,0
63production,0,0,1,0
63the,0,1,1,0
640cash,0,0,1,0
640permian,0,1,0,0
641abandonment,0,0,0,2
641other,0,1,0,0
642employee,0,0,0,1
643the,0,1,0,0
644increase,0,1,0,0
644interest40,0,0,1,0
646marketed,0,1,0,0
647other,0,0,0,1
648acquisitions,0,1,0,0
648effective,0,1,0,0
64a,0,0,0,1
64marketed,0,1,0,0
64proved,0,0,1,0
64wells,0,1,0,0
65____________________________________________,0,0,0,1
654thereafter,0,1,0,0
655net,0,1,0,1
655total,0,0,0,1
657accumulated,0,0,1,0
657current,0,0,0,1
657fourth,0,1,0,0
657sales,0,1,0,0
658actual,0,0,0,1
658total,0,1,0,0
659service,0,0,1,0
659total,0,0,0,2
65current,0,1,0,0
65environmentalwe,0,0,1,0
663senior,0,0,1,0
663the,0,0,1,0
665gas,0,0,0,1
667total,0,0,1,0
668prepaid,0,0,0,1
66accumulated,0,0,1,0
66closing,0,0,0,1
66fourth,0,1,0,0
66in,0,0,1,0
66material,0,1,0,0
66vested,0,1,0,0
670pension,0,1,0,0
672proved,0,1,1,0
672unproved,0,0,1,0
673total,0,1,0,0
675additional,0,0,0,1
676acquisitions,0,0,0,1
676effective,0,0,0,1
676gas,0,0,1,0
679total,0,0,0,1
67depletion,0,0,1,0
67fourth,0,0,1,0
67interest,0,0,0,1
67our,0,0,0,1
67the,0,0,1,0
67this,0,1,0,0
681additional,0,1,0,0
681derivative,0,0,0,1
684derivative,0,0,0,1
684note,0,0,0,1
685interest,0,0,1,0
687total,0,0,1,0
689actuarial,0,0,1,0
689settlements,0,1,0,0
68for,0,1,0,0
68item,0,0,1,0
68please,0,0,0,1
68total,0,0,1,0
691qstar,0,0,1,0
694change,0,1,0,0
694changes,0,1,0,0
698other12,0,0,0,1
699income,0,1,0,0
69from,0,0,0,1
69item,0,0,2,0
69overview,0,1,0,0
69third,0,0,1,0
6abandonment,0,1,1,1
6add,0,0,0,1
6exploration,0,0,1,0
6g,0,0,0,1
6gas,0,2,2,0
6in,0,1,0,0
6marketed,0,0,0,1
6mmboe,0,0,1,0
6net,0,0,0,1
6ngls,0,1,1,2
6purchase,0,1,0,0
6resulting,0,0,0,1
6revisions,0,0,1,0
6sales,0,0,0,1
6second,0,0,2,0
6south,0,0,1,0
6the,0,2,0,0
6total,0,0,0,2
6used,0,0,1,0
7___________________________________________,0,1,0,1
700cumulative,0,0,1,0
700other,0,0,1,0
701other,0,1,0,0
704____________________________________________,0,1,0,0
706ngl,0,1,0,0
707equity,0,0,0,1
708benefits,0,0,1,0
708note,0,1,0,0
70credit,0,1,0,0
70exploration,0,0,0,1
70march,0,1,0,1
70net,0,0,0,1
70offsetting,0,0,0,1
70other,0,0,0,1
71____________________________________________,0,0,0,1
710prepaid,0,1,0,0
715total,0,0,0,1
71general,0,0,0,1
71realized,0,1,0,0
71sm,0,0,1,0
722other,0,0,1,0
72non,0,1,0,0
72operating,0,1,0,0
72sm,0,0,1,0
72we,0,0,0,1
73____________________________________________note,0,0,1,0
730future,0,1,0,0
731actual,0,0,1,0
731total499,0,1,0,0
732basic,0,0,1,0
732other,0,0,1,0
734current,0,0,0,1
734exploration,0,0,0,1
734oil,0,0,0,1
734total,0,1,0,1
735collective,0,0,1,0
737employer,0,0,0,1
738total,0,0,1,0
73consolidated,0,0,1,0
73dividends,0,0,1,0
73financing,0,1,0,0
73forfeited,0,0,0,1
73gas39,0,0,1,0
73income,0,0,0,1
73realized,0,0,0,1
73sm,0,0,1,0
73third,0,0,0,1
745exploration,0,0,1,0
745exploration55,0,0,1,0
745impairment,0,0,1,0
745total,0,1,0,0
74credit,0,0,0,1
74non,0,0,0,1
74sm,0,0,1,0
74we,0,1,0,0
752total,0,0,1,0
755diluted67,0,0,0,1
75off,0,1,0,0
75our,0,0,0,1
75sm,0,0,1,0
760net,0,0,1,0
763other,0,0,0,1
765income,0,0,1,0
765south,0,0,0,1
766prior,0,0,0,1
767cash,0,0,1,0
769funded,0,1,0,0
76diluted,0,0,1,0
76sm,0,0,1,0
76the,0,1,0,0
76we,0,0,0,1
771previously,0,0,0,1
772total,0,0,1,0
775changes,0,0,0,1
776____________________________________________,0,0,1,0
776liabilities,0,0,1,0
779accrued,0,0,0,1
77cash,0,0,0,1
77impairment,0,1,0,0
77the,0,0,1,0
78_____________________________________,0,0,1,0
780plugging,0,1,0,0
780total,0,1,0,0
782additions,0,0,1,0
783___________________________________________,0,1,0,0
783138quarterly,0,1,0,0
783relative,0,0,1,0
786other49,0,0,0,1
788stateline,0,0,0,1
78for,0,0,1,0
78recorded,0,1,0,0
79____________________________________________,0,1,0,0
792noncurrent,0,0,1,0
79cash,0,0,1,0
79collars,0,0,1,0
79forfeited,0,1,0,0
79reduce,0,1,0,0
79the,0,1,0,0
79transportation,0,1,0,0
79we,0,0,0,1
7dd,0,0,1,0
7delivery,0,1,0,0
7derivative,0,0,1,0
7gas1,0,0,1,0
7general,0,0,1,0
7lease,0,0,1,0
7letter,0,1,0,0
7mmboe503,0,0,1,0
7net,0,0,1,0
7operating,0,0,0,1
7other,0,1,0,0
7outside,0,1,0,0
7proved,0,2,1,1
7purchase,0,0,1,0
7realized,0,1,0,0
7snet,0,1,0,1
7the,0,0,1,0
7third,0,0,1,0
7total161,0,0,1,0
7unproved,0,1,0,0
7weighted,0,0,1,0
8___________________________________________,0,0,1,0
8____________________________________________,0,0,0,1
8____________________________________________note,0,1,0,0
800total,0,1,1,0
803total,0,0,0,1
804____________________________________________,0,0,1,0
805deferred,0,1,0,0
80critical,0,0,0,1
80industry,0,0,1,0
80non,0,1,0,0
80settlements,0,0,0,1
81_________________________________________,0,1,0,0
810____________________________________________,0,0,0,1
811state,0,0,0,1
811total,0,0,0,1
812proved,0,1,1,0
812unrecognized,0,1,0,1
813liabilities,0,1,0,0
814add,0,1,0,0
814anti,0,1,0,0
819other,0,0,1,0
81granted356,0,0,0,1
81granted572,0,0,1,0
820collective,0,0,1,0
821benefits,0,0,0,1
822____________________________________________,0,0,1,0
822accrued,0,0,0,1
822other5,0,1,0,0
827net,0,0,0,1
828net,0,0,1,1
828total,0,0,1,1
82determine,0,0,0,1
82item,0,1,0,0
82second,0,0,0,1
830total,0,0,0,1
834eagle,0,0,1,0
835total,0,0,1,0
837changes,0,0,1,0
838gas,0,0,1,0
83environmentalwe,0,0,0,1
83fourth,0,0,1,0
83item,0,2,0,0
83third,0,0,1,0
83total,0,0,1,0
84____________________________________________,0,1,0,0
844issuance,0,1,0,1
846as,0,0,1,0
846divestitures,0,0,1,0
846impairment,0,0,0,1
849capital,0,0,0,1
84emissions,0,0,0,1
84revenue,0,0,1,0
84sm,0,1,0,0
852net,0,1,0,0
853commodity,0,0,1,0
853tax,0,1,0,1
854thereafter,0,0,0,1
856the,0,1,0,0
857impairment,0,1,0,0
858capital,0,1,0,0
858dividends,0,0,0,1
859unproved,0,0,0,1
85effect,0,0,1,0
85opis,0,0,1,0
85sm,0,1,0,0
85the,0,0,0,1
864____________________________________________123,0,0,0,1
864purchases,0,1,0,1
867net,0,0,0,1
867service,0,1,0,0
867stock,0,0,1,0
868deferred,0,1,0,0
868valuation,0,0,1,0
869total,0,0,1,0
86exchange,0,0,1,0
86sm,0,1,0,0
86wells,0,0,1,0
870less,0,0,1,0
871equity,0,0,1,0
872exploration120,0,0,0,1
872exploratory,0,0,0,1
873sweetie,0,0,1,0
874____________________________________________,0,1,0,0
877dividends,0,1,0,0
878depletion,0,1,0,0
879deferred,0,0,1,0
87consolidated,0,1,0,0
87general,0,0,1,0
87item,0,0,0,2
87second,0,0,0,1
87sm,0,1,0,0
87third,0,0,0,1
87under,0,0,1,0
88the,0,0,1,0
890total,0,0,1,0
891other,0,0,0,1
894____________________________________________,0,0,1,0
897issuance,0,1,1,0
897net,0,0,2,0
